id,provinsi,kabupaten_kota,nama_layanan,jenis_layanan,kategori,specialization,alamat,telepon,website,latitude,longitude,telemedicine,biaya_mulai,insurance_supported,rating,jam_buka,jam_tutup,hari_operasional,verified,photo_url,source,updated_at
816,Papua,Tabanan,Pusat Konseling Universitas Tabanan,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.244, Tabanan",+628318061161,,-6.852038879551756,140.57482445325175,False,0,BPJS,4.9,10:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
817,Gorontalo,Surabaya,RS Jiwa Surabaya,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.71, Surabaya",+628065055602,,-9.20544689508083,109.32943472700008,False,350000,"Mandiri,Swasta",4.4,9:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
818,Sulawesi Tengah,Cimahi,RS Jiwa Cimahi,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.210, Cimahi",+628214789454,,-10.027085609629346,97.57280443976948,True,350000,Mandiri,4.2,10:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
819,Maluku Utara,Gresik,RSUD Gresik,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.231, Gresik",+628520232885,,0.36921001704196854,123.18633880854375,True,0,Swasta,4.6,9:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
820,Gorontalo,Yogyakarta,Klinik Psikologi Yogyakarta,Klinik Psikologi,Psikolog,Kesehatan Mental Remaja,"Jl. Kesehatan No.232, Yogyakarta",+628594045903,,-6.887801194550022,101.58268142402169,True,50000,Mandiri,4.0,9:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
821,Maluku Utara,Jakarta Selatan,RSUD Jakarta Selatan,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.141, Jakarta Selatan",+628794947567,,-5.39168244266507,135.03398353327614,True,50000,Swasta,3.5,7:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
822,Maluku,Cilegon,RS Jiwa Cilegon,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.100, Cilegon",+628494618755,,-0.14350056679138135,104.1653396329148,False,150000,"Mandiri,Swasta",4.7,8:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
823,Bali,Jakarta Timur,Pusat Konseling Universitas Jakarta Timur,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.48, Jakarta Timur",+628403570577,,-4.6703086993575695,113.56507873170605,False,500000,Swasta,3.6,10:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
824,Sumatera Selatan,Ambon,Puskesmas Ambon,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.183, Ambon",+628896144037,,2.9508206194022257,112.97495482345872,True,250000,Swasta,3.8,9:00,18:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
825,Kalimantan Utara,Padang,Pusat Konseling Universitas Padang,Universitas,Konseling,Trauma,"Jl. Kesehatan No.82, Padang",+628734480063,,-4.174198999296376,103.34326549189286,True,50000,"BPJS,Swasta",4.1,9:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
826,Maluku Utara,Tasikmalaya,Puskesmas Tasikmalaya,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.166, Tasikmalaya",+628858969306,,5.043692595362872,112.689414714995,False,50000,"Mandiri,Swasta",3.1,9:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
827,DKI Jakarta,Manado,RS Jiwa Manado,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.43, Manado",+628110437902,,-5.2342840657817185,127.40696620736796,True,250000,Mandiri,3.7,7:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
828,Kalimantan Tengah,Manado,Puskesmas Manado,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.170, Manado",+628585459466,,-3.6452524470940606,131.2022274339488,True,150000,BPJS,3.6,7:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
829,Jawa Barat,Pontianak,Puskesmas Pontianak,Puskesmas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.50, Pontianak",+628334174924,,-9.38624828122507,117.9531133245737,False,250000,"Mandiri,Swasta",4.7,9:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
830,Papua Barat,Pontianak,Klinik Psikologi Pontianak,Klinik Psikologi,Psikolog,Kesehatan Mental Remaja,"Jl. Kesehatan No.192, Pontianak",+628272615362,,2.6278464281144753,136.60141942656185,True,350000,"Mandiri,Swasta",4.2,10:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
831,Sumatera Selatan,Bima,RS Jiwa Bima,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.139, Bima",+628283013172,,-7.9576564071599805,134.68116845053424,True,350000,"Mandiri,Swasta",5.0,10:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
832,Bali,Bandar Lampung,Klinik Psikologi Bandar Lampung,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.204, Bandar Lampung",+628129734127,,-8.74596776082715,137.03040578094658,True,250000,"BPJS,Swasta",3.7,8:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
833,Sulawesi Utara,Surabaya,Klinik Psikologi Surabaya,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.218, Surabaya",+628644764469,,-4.978872166366873,139.7638567827571,False,0,"BPJS,Swasta",3.1,8:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
834,Jawa Tengah,Magelang,RSUD Magelang,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.47, Magelang",+628714280916,,-5.130534657318057,122.7192728187867,False,0,"Mandiri,Swasta",4.1,9:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
835,Kalimantan Selatan,Bukittinggi,Pusat Konseling Universitas Bukittinggi,Universitas,Konseling,ADHD,"Jl. Kesehatan No.107, Bukittinggi",+628702066482,,4.278359676182816,135.3054723804587,True,50000,"Mandiri,Swasta",3.1,10:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
836,Sulawesi Barat,Magelang,Klinik Psikologi Magelang,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.212, Magelang",+628991358796,,-3.7516217366520124,128.6402040779924,True,50000,Mandiri,4.8,9:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
837,Sulawesi Tenggara,Denpasar,RSUD Denpasar,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.215, Denpasar",+628387168377,,0.7724015549169554,120.12905275921737,False,250000,Mandiri,4.7,10:00,18:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
838,Lampung,Cimahi,Pusat Konseling Universitas Cimahi,Universitas,Konseling,Trauma,"Jl. Kesehatan No.95, Cimahi",+628465744857,,-7.769144073556591,130.78552188595802,True,0,BPJS,3.2,7:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
839,Gorontalo,Cirebon,Puskesmas Cirebon,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.230, Cirebon",+628640328267,,-9.095160368430092,114.69709022777019,False,500000,Mandiri,4.5,10:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
840,Banten,Gorontalo,Pusat Konseling Universitas Gorontalo,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.104, Gorontalo",+628022996555,,1.8708050499328888,136.75814105781683,False,500000,"Mandiri,Swasta",4.8,8:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
841,Sumatera Barat,Badung,RS Jiwa Badung,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.139, Badung",+628835608320,,1.100962060666376,133.22132524939283,False,500000,Swasta,4.9,10:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
842,Sumatera Selatan,Cirebon,Pusat Konseling Universitas Cirebon,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.202, Cirebon",+628542433496,,3.2425950868997795,103.34091275836423,False,50000,Swasta,3.1,10:00,21:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
843,Jawa Timur,Bekasi,Klinik Psikologi Bekasi,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.240, Bekasi",+628840292218,,-7.759637088746166,129.51249392949765,False,50000,Swasta,3.2,9:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
844,Kalimantan Barat,Semarang,Klinik Psikologi Semarang,Klinik Psikologi,Psikolog,Gangguan Mood,"Jl. Kesehatan No.133, Semarang",+628673178646,,-2.1839696522500613,101.5196417989609,False,350000,Mandiri,4.7,9:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
845,Papua Barat,Ternate,RSUD Ternate,Rumah Sakit,Psikiatri,Depresi,"Jl. Kesehatan No.236, Ternate",+628093611511,,3.4090576341703063,127.15999307889322,False,50000,"BPJS,Swasta",3.5,7:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
846,Kalimantan Timur,Bantul,Puskesmas Bantul,Puskesmas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.214, Bantul",+628681102140,,4.506473334301823,131.56096772734585,True,250000,Swasta,3.5,10:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
847,Papua,Gorontalo,Pusat Konseling Universitas Gorontalo,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.99, Gorontalo",+628395371565,,-7.241733671755156,111.13388862092097,True,250000,"BPJS,Swasta",3.1,10:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
848,Lampung,Yogyakarta,RSUD Yogyakarta,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.62, Yogyakarta",+628667566720,,-8.364938611498035,128.7746089416992,False,150000,"Mandiri,Swasta",3.1,10:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
849,Gorontalo,Denpasar,Pusat Konseling Universitas Denpasar,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.247, Denpasar",+628733815658,,-6.5881265834892115,132.29729655488828,True,500000,Swasta,4.4,7:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
850,Sulawesi Utara,Bukittinggi,RSUD Bukittinggi,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.193, Bukittinggi",+628978720764,,-8.51445599381628,121.47006992622426,False,100000,BPJS,4.0,9:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
851,Kepulauan Riau,Bima,RS Jiwa Bima,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.72, Bima",+628677647083,,-0.6932728250748603,101.88016747749288,True,250000,"Mandiri,Swasta",4.9,8:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
852,Jawa Tengah,Sleman,RS Jiwa Sleman,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.27, Sleman",+628214745677,,3.7486129532694843,132.56622209638255,False,500000,Swasta,3.2,10:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
853,Kalimantan Barat,Padang,Klinik Psikologi Padang,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.205, Padang",+628211983223,,-9.08209817322121,125.2948275471514,False,150000,"Mandiri,Swasta",4.5,8:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
854,Papua Barat,Tangerang,Klinik Psikologi Tangerang,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.106, Tangerang",+628276237155,,5.419879585688562,134.50257020533485,True,0,Mandiri,3.7,9:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
855,Riau,Malang,Puskesmas Malang,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.208, Malang",+628473211556,,-5.175177878502749,121.35067207009597,True,50000,"BPJS,Swasta",4.1,9:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
856,Sulawesi Barat,Bandung,Klinik Psikologi Bandung,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.233, Bandung",+628449708156,,1.3105047647324515,121.4609502139984,False,250000,Mandiri,4.3,10:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
857,Kalimantan Selatan,Yogyakarta,RSUD Yogyakarta,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.188, Yogyakarta",+628138804555,,-5.231959030955304,134.89133709051345,False,500000,BPJS,3.5,9:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
858,Bali,Sukabumi,RS Jiwa Sukabumi,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.198, Sukabumi",+628460436620,,-0.9186746301112247,138.15749103654503,True,100000,"Mandiri,Swasta",4.6,8:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
859,Gorontalo,Makassar,RS Jiwa Makassar,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.12, Makassar",+628876710625,,-1.0973711045243988,138.25583831445346,True,250000,Swasta,4.6,10:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
860,Lampung,Ternate,RSUD Ternate,Rumah Sakit,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.206, Ternate",+628429050877,,-1.5022454360924264,97.47195649793575,False,100000,"BPJS,Swasta",4.6,8:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
861,Kalimantan Selatan,Tangerang Selatan,Klinik Psikologi Tangerang Selatan,Klinik Psikologi,Psikolog,Kesehatan Mental Remaja,"Jl. Kesehatan No.144, Tangerang Selatan",+628659438828,,-6.342168029879113,133.11664983267596,True,500000,Swasta,3.3,7:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
862,Kalimantan Barat,Serang,Klinik Psikologi Serang,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.96, Serang",+628056807046,,-9.111556987950532,101.74132372107066,False,500000,"Mandiri,Swasta",4.5,10:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
863,Maluku Utara,Kupang,Klinik Psikologi Kupang,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.221, Kupang",+628082415118,,-3.990855626638858,140.5013032731848,True,0,"Mandiri,Swasta",4.2,8:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
864,Maluku,Malang,RS Jiwa Malang,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.140, Malang",+628564861985,,-0.4019018261336065,123.37928815125953,False,500000,Mandiri,4.2,8:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
865,Kalimantan Selatan,Kupang,RS Jiwa Kupang,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.10, Kupang",+628616141218,,-9.84863781906749,99.25699707984768,False,0,"BPJS,Swasta",3.1,7:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
866,Sumatera Barat,Tanjung Pinang,RSUD Tanjung Pinang,Rumah Sakit,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.39, Tanjung Pinang",+628437618818,,-10.034857416777374,135.72520561371687,False,350000,BPJS,4.2,7:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
867,Sulawesi Utara,Kediri,RSUD Kediri,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.83, Kediri",+628216775241,,-0.185595864116463,109.58474644601887,False,500000,"Mandiri,Swasta",3.6,7:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
868,DKI Jakarta,Pontianak,Pusat Konseling Universitas Pontianak,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.88, Pontianak",+628448542910,,-7.119254080647099,113.12374127454245,False,100000,"Mandiri,Swasta",4.1,9:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
869,Sulawesi Tenggara,Gresik,RSUD Gresik,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.170, Gresik",+628002111810,,0.3456567366600396,127.41384687307509,False,0,Mandiri,3.6,9:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
870,Jawa Timur,Kediri,RSUD Kediri,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.104, Kediri",+628657533817,,4.962451812578955,131.66092094326467,False,250000,"Mandiri,Swasta",4.9,10:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
871,Kalimantan Barat,Jayapura,Pusat Konseling Universitas Jayapura,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.175, Jayapura",+628328876047,,-4.202483734203355,99.63019435113337,False,150000,"BPJS,Swasta",4.6,8:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
872,Jawa Timur,Jayapura,RSUD Jayapura,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.131, Jayapura",+628104387916,,-0.6051275721673761,111.43734020872455,True,50000,"BPJS,Swasta",3.1,9:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
873,DKI Jakarta,Padang,Klinik Psikologi Padang,Klinik Psikologi,Psikolog,Kesehatan Mental Remaja,"Jl. Kesehatan No.49, Padang",+628315527023,,-3.5108772453949957,96.6947654331983,True,150000,"Mandiri,Swasta",4.9,10:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
874,Kepulauan Riau,Tasikmalaya,RSUD Tasikmalaya,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.162, Tasikmalaya",+628029862713,,-3.259458814061526,127.03344361912636,False,50000,"BPJS,Swasta",4.4,7:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
875,Nusa Tenggara Barat,Tangerang,Pusat Konseling Universitas Tangerang,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.129, Tangerang",+628418604007,,-7.979827190882494,97.16213776005142,False,0,"Mandiri,Swasta",3.1,9:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
876,Sumatera Barat,Depok,Pusat Konseling Universitas Depok,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.216, Depok",+628121316518,,-2.518938629862845,95.62746960148878,True,350000,BPJS,3.3,8:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
877,Sulawesi Utara,Sleman,Klinik Psikologi Sleman,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.160, Sleman",+628201661085,,-6.128534591105385,135.99010558098678,True,150000,"BPJS,Swasta",3.8,9:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
878,Kalimantan Tengah,Malang,RS Jiwa Malang,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.125, Malang",+628742121524,,3.466034829169521,116.15365113145492,False,150000,Swasta,4.8,7:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
879,Jawa Timur,Tangerang Selatan,Pusat Konseling Universitas Tangerang Selatan,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.178, Tangerang Selatan",+628244676236,,1.2213528482979985,121.04010544271736,False,150000,BPJS,4.7,9:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
880,Jawa Tengah,Parepare,RS Jiwa Parepare,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.74, Parepare",+628739784360,,-6.2133596064291226,104.22207030862737,True,350000,Mandiri,4.8,10:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
881,Sulawesi Utara,Banjarmasin,Puskesmas Banjarmasin,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.191, Banjarmasin",+628242537661,,-1.2624284331373925,126.52760174633642,False,100000,Swasta,3.1,8:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
882,DI Yogyakarta,Tasikmalaya,RS Jiwa Tasikmalaya,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.101, Tasikmalaya",+628183619713,,0.15915223809788337,139.05724812942876,False,250000,"BPJS,Swasta",4.1,10:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
883,Kalimantan Barat,Tanjung Pinang,Pusat Konseling Universitas Tanjung Pinang,Universitas,Konseling,Depresi,"Jl. Kesehatan No.35, Tanjung Pinang",+628660322979,,0.8570334300644316,118.41383586577999,False,150000,"BPJS,Swasta",4.9,7:00,17:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
884,Jawa Barat,Bogor,Pusat Konseling Universitas Bogor,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.95, Bogor",+628102577409,,1.8740138610161186,103.89121600598877,False,0,"Mandiri,Swasta",4.2,9:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
885,Lampung,Padang,Klinik Psikologi Padang,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.86, Padang",+628876806318,,1.6976893547182534,126.05632415252659,False,500000,BPJS,4.2,9:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
886,Sumatera Utara,Pontianak,Klinik Psikologi Pontianak,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.224, Pontianak",+628210659481,,1.5752814734260525,134.69227137126308,True,50000,"BPJS,Swasta",3.2,8:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
